TransID,Date,Month,Region,ProdName,Quantity,Price,Cost,Revenue,Profit
124,28/08/2023,8,MienNam,Dien thoai,5,7840000,6000000,39200000,9200000
125,22/06/2023,6,MienBac,Laptop Dell,1,14700000,12000000,14700000,2700000
126,21/10/2023,10,MienTrung,Tai nghe,3,480000,275000,1440000,615000
127,28/10/2023,10,MienBac,Chuot quang,2,192000,100000,384000,184000
128,16/10/2023,10,MienBac,Dien thoai,2,7680000,6000000,15360000,3360000
129,18/12/2023,12,MienTrung,Tai nghe,1,500000,275000,500000,225000
130,11/07/2023,7,MienTrung,Chuot quang,4,198000,110000,792000,352000
131,11/05/2023,5,MienNam,Laptop Dell,3,15450000,12000000,46350000,10350000
132,12/11/2023,11,MienBac,Tai nghe,8,495000,250000,3960000,1960000
133,21/10/2023,10,MienNam,Laptop Dell,3,14250000,12000000,42750000,6750000
134,14/12/2023,12,MienNam,Dien thoai,1,7840000,6000000,7840000,1840000
135,17/02/2023,2,MienTrung,Tai nghe,9,515000,275000,4635000,2160000
136,20/06/2023,6,MienBac,Tai nghe,1,500000,250000,500000,250000
137,06/09/2023,9,MienTrung,Laptop Dell,1,15150000,13200000,15150000,1950000
138,09/12/2023,12,MienTrung,Dien thoai,6,8160000,6600000,48960000,9360000
139,10/10/2023,10,MienTrung,Ban phim,1,760000,550000,760000,210000
140,16/05/2023,5,MienNam,Laptop Dell,5,14700000,12000000,73500000,13500000
141,07/03/2023,3,MienNam,Chuot quang,3,202000,100000,606000,306000
142,06/01/2023,1,MienBac,Tai nghe,7,505000,250000,3535000,1785000
143,02/07/2023,7,MienTrung,Dien thoai,4,7760000,6600000,31040000,4640000
144,26/08/2023,8,MienNam,Laptop Dell,5,14250000,12000000,71250000,11250000
145,06/07/2023,7,MienBac,Ban phim,1,792000,500000,792000,292000
146,27/06/2023,6,MienTrung,Chuot quang,2,204000,110000,408000,188000
147,24/02/2023,2,MienTrung,Chuot quang,6,202000,110000,1212000,552000
148,24/05/2023,5,MienBac,Chuot quang,5,202000,100000,1010000,510000
149,08/05/2023,5,MienNam,Dien thoai,2,7680000,6000000,15360000,3360000
150,01/02/2023,2,MienBac,Chuot quang,3,196000,100000,588000,288000
151,14/08/2023,8,MienBac,Dien thoai,4,8240000,6000000,32960000,8960000
152,03/10/2023,10,MienNam,Ban phim,5,768000,500000,3840000,1340000
153,14/08/2023,8,MienNam,Laptop Dell,2,15300000,12000000,30600000,6600000
154,08/05/2023,5,MienBac,Chuot quang,3,198000,100000,594000,294000
155,16/09/2023,9,MienBac,Dien thoai,2,8000000,6000000,16000000,4000000
156,27/01/2023,1,MienBac,Tai nghe,3,500000,250000,1500000,750000
157,09/05/2023,5,MienBac,Chuot quang,2,190000,100000,380000,180000
158,27/09/2023,9,MienTrung,Laptop Dell,4,15450000,13200000,61800000,9000000
159,28/12/2023,12,MienTrung,Tai nghe,3,510000,275000,1530000,705000
160,12/07/2023,7,MienTrung,Ban phim,3,768000,550000,2304000,654000
161,23/10/2023,10,MienNam,Dien thoai,5,7600000,6000000,38000000,8000000
162,12/07/2023,7,MienNam,Laptop Dell,3,15000000,12000000,45000000,9000000
163,06/05/2023,5,MienNam,Laptop Dell,4,15300000,12000000,61200000,13200000
164,23/12/2023,12,MienNam,Dien thoai,3,8240000,6000000,24720000,6720000
165,10/03/2023,3,MienBac,Chuot quang,5,190000,100000,950000,450000
166,14/11/2023,11,MienNam,Dien thoai,3,8080000,6000000,24240000,6240000
167,21/04/2023,4,MienNam,Chuot quang,2,194000,100000,388000,188000
168,05/01/2023,1,MienBac,Laptop Dell,1,14250000,12000000,14250000,2250000
169,28/02/2023,2,MienBac,Dien thoai,6,7760000,6000000,46560000,10560000
170,06/09/2023,9,MienTrung,Dien thoai,1,7760000,6600000,7760000,1160000
171,17/10/2023,10,MienNam,Ban phim,1,792000,500000,792000,292000
172,16/07/2023,7,MienBac,Laptop Dell,1,15150000,12000000,15150000,3150000
173,19/09/2023,9,MienNam,Chuot quang,4,194000,100000,776000,376000
174,25/10/2023,10,MienBac,Tai nghe,2,505000,250000,1010000,510000
175,18/02/2023,2,MienBac,Laptop Dell,5,14250000,12000000,71250000,11250000
176,03/03/2023,3,MienNam,Ban phim,2,808000,500000,1616000,616000
177,23/08/2023,8,MienBac,Tai nghe,5,505000,250000,2525000,1275000
178,16/10/2023,10,MienBac,Dien thoai,2,7760000,6000000,15520000,3520000
179,16/05/2023,5,MienBac,Dien thoai,5,8320000,6000000,41600000,11600000
180,13/10/2023,10,MienNam,Dien thoai,5,8320000,6000000,41600000,11600000
181,13/01/2023,1,MienBac,Chuot quang,1,202000,100000,202000,102000
182,09/06/2023,6,MienTrung,Tai nghe,1,515000,275000,515000,240000
183,24/06/2023,6,MienBac,Tai nghe,3,485000,250000,1455000,705000
184,08/02/2023,2,MienBac,Ban phim,8,808000,500000,6464000,2464000
185,11/03/2023,3,MienNam,Dien thoai,2,7920000,6000000,15840000,3840000
186,04/01/2023,1,MienBac,Tai nghe,1,515000,250000,515000,265000
187,15/12/2023,12,MienNam,Chuot quang,4,204000,100000,816000,416000
188,15/05/2023,5,MienNam,Tai nghe,5,520000,250000,2600000,1350000
189,01/05/2023,5,MienNam,Dien thoai,1,8080000,6000000,8080000,2080000
190,27/06/2023,6,MienBac,Laptop Dell,3,15000000,12000000,45000000,9000000
191,10/09/2023,9,MienTrung,Laptop Dell,5,14700000,13200000,73500000,7500000
192,12/06/2023,6,MienBac,Ban phim,2,760000,500000,1520000,520000
193,25/08/2023,8,MienNam,Tai nghe,5,500000,250000,2500000,1250000
194,23/01/2023,1,MienTrung,Tai nghe,1,480000,275000,480000,205000
195,05/02/2023,2,MienBac,Chuot quang,1,200000,100000,200000,100000
196,11/02/2023,2,MienTrung,Tai nghe,1,495000,275000,495000,220000
197,10/02/2023,2,MienNam,Chuot quang,9,208000,100000,1872000,972000
198,20/03/2023,3,MienTrung,Ban phim,5,832000,550000,4160000,1410000
199,15/07/2023,7,MienBac,Tai nghe,1,490000,250000,490000,240000
200,28/04/2023,4,MienTrung,Tai nghe,2,500000,275000,1000000,450000
201,05/06/2023,6,MienNam,Laptop Dell,2,14250000,12000000,28500000,4500000
202,07/03/2023,3,MienBac,Chuot quang,3,198000,100000,594000,294000
203,22/02/2023,2,MienBac,Dien thoai,1,7680000,6000000,7680000,1680000
204,10/12/2023,12,MienBac,Tai nghe,3,490000,250000,1470000,720000
205,01/08/2023,8,MienBac,Laptop Dell,4,14850000,12000000,59400000,11400000
206,10/02/2023,2,MienBac,Tai nghe,6,480000,250000,2880000,1380000
207,15/11/2023,11,MienNam,Ban phim,4,760000,500000,3040000,1040000
208,01/12/2023,12,MienTrung,Chuot quang,1,200000,110000,200000,90000
209,17/08/2023,8,MienTrung,Dien thoai,2,8240000,6600000,16480000,3280000
210,11/12/2023,12,MienTrung,Ban phim,1,792000,550000,792000,242000
211,17/06/2023,6,MienTrung,Tai nghe,1,485000,275000,485000,210000
212,09/12/2023,12,MienTrung,Ban phim,1,776000,550000,776000,226000
213,23/07/2023,7,MienNam,Ban phim,1,776000,500000,776000,276000
214,25/08/2023,8,MienBac,Chuot quang,4,202000,100000,808000,408000
215,05/08/2023,8,MienNam,Laptop Dell,3,14550000,12000000,43650000,7650000
216,03/11/2023,11,MienNam,Laptop Dell,4,14700000,12000000,58800000,10800000
217,14/01/2023,1,MienTrung,Dien thoai,6,7840000,6600000,47040000,7440000
218,28/09/2023,9,MienNam,Laptop Dell,2,14550000,12000000,29100000,5100000
219,04/10/2023,10,MienTrung,Ban phim,3,808000,550000,2424000,774000
220,21/09/2023,9,MienTrung,Chuot quang,2,192000,110000,384000,164000
221,15/02/2023,2,MienBac,Ban phim,9,832000,500000,7488000,2988000
222,27/11/2023,11,MienNam,Laptop Dell,3,14250000,12000000,42750000,6750000
223,04/08/2023,8,MienBac,Dien thoai,3,7680000,6000000,23040000,5040000
224,24/12/2023,12,MienNam,Ban phim,7,816000,500000,5712000,2212000
225,08/09/2023,9,MienNam,Dien thoai,3,7760000,6000000,23280000,5280000
226,28/02/2023,2,MienNam,Ban phim,8,824000,500000,6592000,2592000
227,09/05/2023,5,MienNam,Ban phim,5,808000,500000,4040000,1540000
228,13/06/2023,6,MienNam,Laptop Dell,2,15450000,12000000,30900000,6900000
229,14/01/2023,1,MienNam,Laptop Dell,1,15600000,12000000,15600000,3600000
230,26/12/2023,12,MienBac,Ban phim,5,832000,500000,4160000,1660000
231,25/07/2023,7,MienTrung,Ban phim,1,824000,550000,824000,274000
232,21/12/2023,12,MienNam,Laptop Dell,9,15300000,12000000,137700000,29700000
233,09/11/2023,11,MienTrung,Chuot quang,6,198000,110000,1188000,528000
234,20/12/2023,12,MienTrung,Laptop Dell,8,14700000,13200000,117600000,12000000
235,13/09/2023,9,MienNam,Dien thoai,5,8240000,6000000,41200000,11200000
236,09/01/2023,1,MienNam,Dien thoai,3,8320000,6000000,24960000,6960000
237,05/12/2023,12,MienBac,Tai nghe,8,515000,250000,4120000,2120000
238,14/01/2023,1,MienBac,Tai nghe,7,505000,250000,3535000,1785000
239,09/10/2023,10,MienTrung,Tai nghe,4,485000,275000,1940000,840000
240,22/12/2023,12,MienBac,Laptop Dell,7,15600000,12000000,109200000,25200000
241,15/05/2023,5,MienBac,Laptop Dell,1,15600000,12000000,15600000,3600000
242,12/05/2023,5,MienNam,Dien thoai,3,8240000,6000000,24720000,6720000
243,05/05/2023,5,MienNam,Dien thoai,2,8080000,6000000,16160000,4160000
244,20/11/2023,11,MienNam,Ban phim,3,832000,500000,2496000,996000
245,03/08/2023,8,MienTrung,Tai nghe,2,500000,275000,1000000,450000
246,07/03/2023,3,MienNam,Laptop Dell,1,14250000,12000000,14250000,2250000
247,25/10/2023,10,MienTrung,Laptop Dell,3,14250000,13200000,42750000,3150000
248,13/08/2023,8,MienTrung,Tai nghe,1,500000,275000,500000,225000
249,08/08/2023,8,MienNam,Tai nghe,2,505000,250000,1010000,510000
250,08/06/2023,6,MienBac,Laptop Dell,2,14400000,12000000,28800000,4800000
251,12/12/2023,12,MienNam,Ban phim,7,808000,500000,5656000,2156000
252,15/09/2023,9,MienBac,Chuot quang,4,206000,100000,824000,424000
253,22/07/2023,7,MienBac,Dien thoai,4,8320000,6000000,33280000,9280000
254,09/07/2023,7,MienBac,Laptop Dell,1,15450000,12000000,15450000,3450000
255,12/01/2023,1,MienBac,Ban phim,3,784000,500000,2352000,852000
256,05/12/2023,12,MienBac,Chuot quang,3,208000,100000,624000,324000
257,23/03/2023,3,MienTrung,Chuot quang,3,194000,110000,582000,252000
258,18/08/2023,8,MienTrung,Chuot quang,3,206000,110000,618000,288000
259,20/05/2023,5,MienNam,Laptop Dell,1,15600000,12000000,15600000,3600000
260,11/07/2023,7,MienNam,Tai nghe,2,500000,250000,1000000,500000
261,05/10/2023,10,MienBac,Laptop Dell,2,15300000,12000000,30600000,6600000
262,28/02/2023,2,MienNam,Ban phim,9,760000,500000,6840000,2340000
263,02/10/2023,10,MienBac,Ban phim,5,800000,500000,4000000,1500000
264,09/05/2023,5,MienTrung,Dien thoai,5,7600000,6600000,38000000,5000000
265,03/10/2023,10,MienTrung,Tai nghe,2,475000,275000,950000,400000
266,21/02/2023,2,MienBac,Dien thoai,3,8320000,6000000,24960000,6960000
267,10/11/2023,11,MienBac,Dien thoai,9,7840000,6000000,70560000,16560000
268,26/01/2023,1,MienBac,Tai nghe,8,515000,250000,4120000,2120000
269,22/09/2023,9,MienBac,Laptop Dell,4,15450000,12000000,61800000,13800000
270,16/11/2023,11,MienBac,Chuot quang,5,190000,100000,950000,450000
271,20/11/2023,11,MienTrung,Dien thoai,9,7760000,6600000,69840000,10440000
272,28/06/2023,6,MienTrung,Chuot quang,3,196000,110000,588000,258000
273,05/01/2023,1,MienTrung,Chuot quang,5,204000,110000,1020000,470000
274,14/11/2023,11,MienTrung,Chuot quang,3,200000,110000,600000,270000
275,05/08/2023,8,MienBac,Dien thoai,2,7680000,6000000,15360000,3360000
276,06/12/2023,12,MienBac,Ban phim,8,800000,500000,6400000,2400000
277,11/03/2023,3,MienBac,Chuot quang,5,202000,100000,1010000,510000
278,25/10/2023,10,MienTrung,Dien thoai,3,7840000,6600000,23520000,3720000
279,08/05/2023,5,MienNam,Tai nghe,4,505000,250000,2020000,1020000
280,12/06/2023,6,MienTrung,Laptop Dell,4,14850000,13200000,59400000,6600000
281,04/09/2023,9,MienBac,Ban phim,2,768000,500000,1536000,536000
282,20/07/2023,7,MienBac,Chuot quang,3,202000,100000,606000,306000
283,17/09/2023,9,MienBac,Ban phim,4,800000,500000,3200000,1200000
284,07/08/2023,8,MienTrung,Dien thoai,5,7680000,6600000,38400000,5400000
285,15/01/2023,1,MienTrung,Dien thoai,7,8240000,6600000,57680000,11480000
286,26/10/2023,10,MienNam,Tai nghe,2,495000,250000,990000,490000
287,08/05/2023,5,MienBac,Tai nghe,3,505000,250000,1515000,765000
288,14/03/2023,3,MienBac,Ban phim,2,776000,500000,1552000,552000
289,03/04/2023,4,MienTrung,Chuot quang,4,200000,110000,800000,360000
290,27/04/2023,4,MienTrung,Dien thoai,4,7920000,6600000,31680000,5280000
291,04/02/2023,2,MienBac,Tai nghe,8,505000,250000,4040000,2040000
292,20/06/2023,6,MienNam,Chuot quang,3,198000,100000,594000,294000
293,20/02/2023,2,MienBac,Ban phim,1,760000,500000,760000,260000
294,08/02/2023,2,MienBac,Ban phim,8,816000,500000,6528000,2528000
295,25/06/2023,6,MienBac,Laptop Dell,3,15150000,12000000,45450000,9450000
296,15/02/2023,2,MienBac,Tai nghe,1,495000,250000,495000,245000
297,07/03/2023,3,MienTrung,Laptop Dell,5,15150000,13200000,75750000,9750000
298,18/03/2023,3,MienTrung,Tai nghe,3,520000,275000,1560000,735000
299,10/08/2023,8,MienTrung,Tai nghe,2,495000,275000,990000,440000
300,11/09/2023,9,MienTrung,Ban phim,5,776000,550000,3880000,1130000
301,08/07/2023,7,MienBac,Laptop Dell,2,15600000,12000000,31200000,7200000
302,22/09/2023,9,MienTrung,Tai nghe,4,520000,275000,2080000,980000
303,28/07/2023,7,MienTrung,Chuot quang,3,196000,110000,588000,258000
304,27/11/2023,11,MienBac,Tai nghe,5,505000,250000,2525000,1275000
305,08/01/2023,1,MienNam,Tai nghe,5,510000,250000,2550000,1300000
306,19/03/2023,3,MienBac,Ban phim,2,760000,500000,1520000,520000
307,18/05/2023,5,MienBac,Dien thoai,5,7600000,6000000,38000000,8000000
308,08/11/2023,11,MienTrung,Laptop Dell,3,14850000,13200000,44550000,4950000
309,23/10/2023,10,MienBac,Laptop Dell,4,14850000,12000000,59400000,11400000
310,08/03/2023,3,MienBac,Laptop Dell,5,14550000,12000000,72750000,12750000
311,19/08/2023,8,MienBac,Chuot quang,4,194000,100000,776000,376000
312,27/09/2023,9,MienTrung,Ban phim,5,776000,550000,3880000,1130000
313,11/04/2023,4,MienNam,Ban phim,2,760000,500000,1520000,520000
314,19/03/2023,3,MienNam,Chuot quang,3,204000,100000,612000,312000
315,20/05/2023,5,MienNam,Chuot quang,4,192000,100000,768000,368000
316,25/07/2023,7,MienTrung,Chuot quang,4,194000,110000,776000,336000
317,05/12/2023,12,MienTrung,Tai nghe,1,505000,275000,505000,230000
318,06/07/2023,7,MienBac,Chuot quang,4,190000,100000,760000,360000
319,10/06/2023,6,MienBac,Dien thoai,3,7920000,6000000,23760000,5760000
320,16/08/2023,8,MienTrung,Chuot quang,2,200000,110000,400000,180000
321,19/01/2023,1,MienNam,Laptop Dell,5,14700000,12000000,73500000,13500000
322,09/07/2023,7,MienBac,Chuot quang,3,202000,100000,606000,306000
323,27/01/2023,1,MienBac,Ban phim,6,832000,500000,4992000,1992000
324,13/06/2023,6,MienTrung,Ban phim,3,784000,550000,2352000,702000
325,27/05/2023,5,MienNam,Tai nghe,5,485000,250000,2425000,1175000
326,08/02/2023,2,MienBac,Dien thoai,4,7840000,6000000,31360000,7360000
327,08/06/2023,6,MienTrung,Laptop Dell,1,15300000,13200000,15300000,2100000
328,03/08/2023,8,MienTrung,Laptop Dell,4,15600000,13200000,62400000,9600000
329,11/06/2023,6,MienNam,Tai nghe,1,515000,250000,515000,265000
330,26/01/2023,1,MienNam,Tai nghe,3,515000,250000,1545000,795000
331,03/05/2023,5,MienTrung,Ban phim,1,760000,550000,760000,210000
332,14/05/2023,5,MienBac,Dien thoai,3,8320000,6000000,24960000,6960000
333,25/05/2023,5,MienNam,Tai nghe,2,505000,250000,1010000,510000
334,14/01/2023,1,MienTrung,Laptop Dell,9,14250000,13200000,128250000,9450000
335,13/01/2023,1,MienNam,Tai nghe,3,520000,250000,1560000,810000
336,13/07/2023,7,MienBac,Ban phim,1,824000,500000,824000,324000
337,08/05/2023,5,MienBac,Ban phim,1,792000,500000,792000,292000
338,05/02/2023,2,MienBac,Chuot quang,7,194000,100000,1358000,658000
339,11/04/2023,4,MienBac,Dien thoai,2,8000000,6000000,16000000,4000000
340,13/07/2023,7,MienBac,Tai nghe,1,485000,250000,485000,235000
341,15/03/2023,3,MienBac,Ban phim,3,760000,500000,2280000,780000
342,28/05/2023,5,MienTrung,Dien thoai,4,7920000,6600000,31680000,5280000
343,16/12/2023,12,MienNam,Laptop Dell,1,15600000,12000000,15600000,3600000
344,27/08/2023,8,MienTrung,Ban phim,2,800000,550000,1600000,500000
345,25/05/2023,5,MienTrung,Laptop Dell,1,14400000,13200000,14400000,1200000
346,18/08/2023,8,MienTrung,Tai nghe,5,480000,275000,2400000,1025000
347,09/04/2023,4,MienTrung,Dien thoai,4,7840000,6600000,31360000,4960000
348,03/01/2023,1,MienTrung,Dien thoai,1,7680000,6600000,7680000,1080000
349,09/08/2023,8,MienBac,Tai nghe,1,515000,250000,515000,265000
350,25/04/2023,4,MienTrung,Tai nghe,1,475000,275000,475000,200000
351,13/03/2023,3,MienBac,Laptop Dell,4,15600000,12000000,62400000,14400000
352,10/04/2023,4,MienTrung,Ban phim,1,808000,550000,808000,258000
353,12/10/2023,10,MienTrung,Chuot quang,4,204000,110000,816000,376000
